zdid,,,lxid,,,ysfsbm,zdmc,,,,sfty,,station_code,station_telecode,station_shortname,
227,NULL,NULL,1,NULL,NULL,1,银川南    ,NULL,NULL,NULL,0,NULL,14866,YEJ,银,NULL
228,NULL,NULL,1,NULL,NULL,1,黄羊滩    ,NULL,NULL,NULL,0,NULL,14876,HGJ,黄,NULL
229,NULL,NULL,1,NULL,NULL,1,大坝      ,NULL,NULL,NULL,0,NULL,14888,DBJ,大,NULL
230,NULL,NULL,1,NULL,NULL,1,青铜峡    ,NULL,NULL,NULL,0,NULL,14894,QTJ,青,NULL
231,NULL,NULL,1,NULL,NULL,1,中宁      ,NULL,NULL,NULL,0,NULL,14915,VNJ,中,NULL
232,NULL,NULL,1,NULL,NULL,1,黄羊湾    ,NULL,NULL,NULL,0,NULL,14921,HWJ,黄,NULL
233,NULL,NULL,1,NULL,NULL,1,柳家庄    ,NULL,NULL,NULL,0,NULL,14924,LKJ,柳,NULL
234,NULL,NULL,1,NULL,NULL,1,中卫      ,NULL,NULL,NULL,0,NULL,14933,ZWJ,中,NULL
235,NULL,NULL,1,NULL,NULL,1,迎水桥    ,NULL,NULL,NULL,0,NULL,14954,YQJ,迎,NULL
236,NULL,NULL,1,NULL,NULL,1,沙坡头    ,NULL,NULL,NULL,0,NULL,14957,SFJ,沙,NULL
237,NULL,NULL,1,NULL,NULL,1,干塘      ,NULL,NULL,NULL,0,NULL,14978,GNJ,干,NULL
238,NULL,NULL,1,NULL,NULL,1,营盘水    ,NULL,NULL,NULL,0,NULL,15002,YZJ,营,NULL
239,NULL,NULL,1,NULL,NULL,1,长城      ,NULL,NULL,NULL,0,NULL,15011,CEJ,长,NULL
240,NULL,NULL,1,NULL,NULL,1,景泰      ,NULL,NULL,NULL,0,NULL,15014,JTJ,景,NULL
241,NULL,NULL,1,NULL,NULL,1,兴泉堡    ,NULL,NULL,NULL,0,NULL,15017,XQJ,兴,NULL
242,NULL,NULL,1,NULL,NULL,1,红岘台    ,NULL,NULL,NULL,0,NULL,15032,HTJ,红,NULL
243,NULL,NULL,1,NULL,NULL,1,红砂岘    ,NULL,NULL,NULL,0,NULL,15041,VSJ,红,NULL
244,NULL,NULL,1,NULL,NULL,1,白银西    ,NULL,NULL,NULL,0,NULL,15044,BXJ,白,NULL
245,NULL,NULL,1,NULL,NULL,1,朱家窑    ,NULL,NULL,NULL,0,NULL,15068,ZUJ,朱,NULL
246,NULL,NULL,1,NULL,NULL,1,丰水村    ,NULL,NULL,NULL,0,NULL,15071,FSJ,丰,NULL
247,NULL,NULL,1,NULL,NULL,1,皋兰      ,NULL,NULL,NULL,0,NULL,15077,GEJ,皋,NULL
248,NULL,NULL,1,NULL,NULL,1,邵家堂    ,NULL,NULL,NULL,0,NULL,15086,SJJ,邵,NULL
249,NULL,NULL,1,NULL,NULL,1,水源      ,NULL,NULL,NULL,0,NULL,15089,OYJ,水,NULL
250,NULL,NULL,1,NULL,NULL,1,兰州东    ,NULL,NULL,NULL,0,NULL,15104,LVJ,兰,NULL
251,NULL,NULL,1,NULL,NULL,1,杭锦后旗  ,NULL,NULL,NULL,0,NULL,15800,HDC,杭,NULL
252,NULL,NULL,1,NULL,NULL,1,呼和温都尔,NULL,NULL,NULL,0,NULL,15803,HPC,呼,NULL
253,NULL,NULL,1,NULL,NULL,1,农垦四团  ,NULL,NULL,NULL,0,NULL,15806,NKC,农,NULL
254,NULL,NULL,1,NULL,NULL,1,毛德呼热  ,NULL,NULL,NULL,0,NULL,15809,MFC,毛,NULL
255,NULL,NULL,1,NULL,NULL,1,查干得日斯,NULL,NULL,NULL,0,NULL,15812,CPC,查,NULL
256,NULL,NULL,1,NULL,NULL,1,多尔本毛道,NULL,NULL,NULL,0,NULL,15815,DGC,多,NULL
257,NULL,NULL,1,NULL,NULL,1,图克木庙  ,NULL,NULL,NULL,0,NULL,15818,TKC,图,NULL
258,NULL,NULL,1,NULL,NULL,1,莫尔格    ,NULL,NULL,NULL,0,NULL,15821,MEC,莫,NULL
259,NULL,NULL,1,NULL,NULL,1,格勒      ,NULL,NULL,NULL,0,NULL,15824,GKC,格,NULL
260,NULL,NULL,1,NULL,NULL,1,互做布其  ,NULL,NULL,NULL,0,NULL,15827,HZC,互,NULL
261,NULL,NULL,1,NULL,NULL,1,苏宏图    ,NULL,NULL,NULL,0,NULL,15830,SKC,苏,NULL
262,NULL,NULL,1,NULL,NULL,1,阿达日嘎  ,NULL,NULL,NULL,0,NULL,15833,AEC,阿,NULL
263,NULL,NULL,1,NULL,NULL,1,塔拉哈尔  ,NULL,NULL,NULL,0,NULL,15836,TLC,塔,NULL
264,NULL,NULL,1,NULL,NULL,1,沃博尔    ,NULL,NULL,NULL,0,NULL,15839,WEC,沃,NULL
265,NULL,NULL,1,NULL,NULL,1,辉森乌拉西,NULL,NULL,NULL,0,NULL,15842,HXC,辉,NULL
266,NULL,NULL,1,NULL,NULL,1,天鹅湖    ,NULL,NULL,NULL,0,NULL,15845,TEC,天,NULL
267,NULL,NULL,1,NULL,NULL,1,额济纳    ,NULL,NULL,NULL,0,NULL,15848,EJC,额,NULL
268,NULL,NULL,1,NULL,NULL,1,京津所    ,NULL,NULL,NULL,0,NULL,16007,JTP,京,NULL
269,NULL,NULL,1,NULL,NULL,1,天津西    ,NULL,NULL,NULL,0,NULL,16010,TXP,津,NULL
270,NULL,NULL,1,NULL,NULL,1,杨柳青    ,NULL,NULL,NULL,0,NULL,16016,YQP,杨,NULL
271,NULL,NULL,1,NULL,NULL,1,静海      ,NULL,NULL,NULL,0,NULL,16031,JHP,静,NULL
272,NULL,NULL,1,NULL,NULL,1,唐官屯    ,NULL,NULL,NULL,0,NULL,16040,TUP,唐,NULL
273,NULL,NULL,1,NULL,NULL,1,青县      ,NULL,NULL,NULL,0,NULL,16046,QXP,青,NULL
274,NULL,NULL,1,NULL,NULL,1,沧州      ,NULL,NULL,NULL,0,NULL,16058,COP,沧,NULL
275,NULL,NULL,1,NULL,NULL,1,泊头      ,NULL,NULL,NULL,0,NULL,16088,BZP,泊,NULL
276,NULL,NULL,1,NULL,NULL,1,东光      ,NULL,NULL,NULL,0,NULL,16094,DGP,东,NULL
277,NULL,NULL,1,NULL,NULL,1,吴桥      ,NULL,NULL,NULL,0,NULL,16109,WUP,吴,NULL
278,NULL,NULL,1,NULL,NULL,1,德州      ,NULL,NULL,NULL,0,NULL,16115,DZP,德,NULL
279,NULL,NULL,1,NULL,NULL,1,平原      ,NULL,NULL,NULL,0,NULL,16148,PYK,平,NULL
280,NULL,NULL,1,NULL,NULL,1,禹城      ,NULL,NULL,NULL,0,NULL,16160,YCK,禹,NULL
281,NULL,NULL,1,NULL,NULL,1,晏城北    ,NULL,NULL,NULL,0,NULL,16171,YYK,晏,NULL
282,NULL,NULL,1,NULL,NULL,1,晏城      ,NULL,NULL,NULL,0,NULL,16172,YEK,晏,NULL
283,NULL,NULL,1,NULL,NULL,1,桥南      ,NULL,NULL,NULL,0,NULL,16283,QNK,桥,NULL
284,NULL,NULL,1,NULL,NULL,1,济南      ,NULL,NULL,NULL,0,NULL,16295,JNK,济,NULL
285,NULL,NULL,1,NULL,NULL,1,党家庄    ,NULL,NULL,NULL,0,NULL,16319,DJK,党,NULL
286,NULL,NULL,1,NULL,NULL,1,泰山      ,NULL,NULL,NULL,0,NULL,16352,TAK,泰,NULL
287,NULL,NULL,1,NULL,NULL,1,磁窑      ,NULL,NULL,NULL,0,NULL,16373,CYK,磁,NULL
288,NULL,NULL,1,NULL,NULL,1,兖州      ,NULL,NULL,NULL,0,NULL,16400,YZK,兖,NULL
289,NULL,NULL,1,NULL,NULL,1,邹城      ,NULL,NULL,NULL,0,NULL,16463,ZIK,邹,NULL
290,NULL,NULL,1,NULL,NULL,1,滕州      ,NULL,NULL,NULL,0,NULL,16487,TXK,滕,NULL
291,NULL,NULL,1,NULL,NULL,1,枣庄西    ,NULL,NULL,NULL,0,NULL,16505,ZFK,枣,NULL
292,NULL,NULL,1,NULL,NULL,1,灵璧      ,NULL,NULL,NULL,0,NULL,16607,GMH,灵,NULL
293,NULL,NULL,1,NULL,NULL,1,泗县      ,NULL,NULL,NULL,0,NULL,16611,GPH,泗,NULL
294,NULL,NULL,1,NULL,NULL,1,泗洪      ,NULL,NULL,NULL,0,NULL,16615,GQH,泗,NULL
295,NULL,NULL,1,NULL,NULL,1,洋河      ,NULL,NULL,NULL,0,NULL,16619,GTH,洋,NULL
296,NULL,NULL,1,NULL,NULL,1,泗阳      ,NULL,NULL,NULL,0,NULL,16623,MPH,泗,NULL
297,NULL,NULL,1,NULL,NULL,1,徐州      ,NULL,NULL,NULL,0,NULL,16628,XCH,徐,NULL
298,NULL,NULL,1,NULL,NULL,1,符离集    ,NULL,NULL,NULL,0,NULL,16664,FLH,符,NULL
299,NULL,NULL,1,NULL,NULL,1,宿州      ,NULL,NULL,NULL,0,NULL,16670,OXH,宿,NULL
300,NULL,NULL,1,NULL,NULL,1,固镇      ,NULL,NULL,NULL,0,NULL,16694,GEH,固,NULL
301,NULL,NULL,1,NULL,NULL,1,凤阳      ,NULL,NULL,NULL,0,NULL,16739,FUH,凤,NULL
302,NULL,NULL,1,NULL,NULL,1,明光      ,NULL,NULL,NULL,0,NULL,16751,MGH,明,NULL
303,NULL,NULL,1,NULL,NULL,1,滁州北    ,NULL,NULL,NULL,0,NULL,16775,CUH,滁,NULL
304,NULL,NULL,1,NULL,NULL,1,永宁镇    ,NULL,NULL,NULL,0,NULL,16799,YNH,永,NULL
305,NULL,NULL,1,NULL,NULL,1,林场      ,NULL,NULL,NULL,0,NULL,16802,LIH,林,NULL
306,NULL,NULL,1,NULL,NULL,1,南京南    ,NULL,NULL,NULL,0,NULL,16804,NKH,南,NULL
307,NULL,NULL,1,NULL,NULL,1,南京      ,NULL,NULL,NULL,0,NULL,16805,NJH,宁,NULL
308,NULL,NULL,1,NULL,NULL,1,浦口      ,NULL,NULL,NULL,0,NULL,16806,PKH,浦,NULL
309,NULL,NULL,1,NULL,NULL,1,亭子山    ,NULL,NULL,NULL,0,NULL,16807,EFH,亭,NULL
310,NULL,NULL,1,NULL,NULL,1,全椒      ,NULL,NULL,NULL,0,NULL,16810,INH,全,NULL
311,NULL,NULL,1,NULL,NULL,1,巢北      ,NULL,NULL,NULL,0,NULL,16816,ICH,巢,NULL
312,NULL,NULL,1,NULL,NULL,1,肥东      ,NULL,NULL,NULL,0,NULL,16819,FIH,肥,NULL
313,NULL,NULL,1,NULL,NULL,1,金寨      ,NULL,NULL,NULL,0,NULL,16825,JZH,金,NULL
314,NULL,NULL,1,NULL,NULL,1,墩义堂    ,NULL,NULL,NULL,0,NULL,16827,RTH,墩,NULL
315,NULL,NULL,1,NULL,NULL,1,麻城北    ,NULL,NULL,NULL,0,NULL,16829,MBN,麻,NULL
316,NULL,NULL,1,NULL,NULL,1,红安西    ,NULL,NULL,NULL,0,NULL,16831,VXN,红,NULL
317,NULL,NULL,1,NULL,NULL,1,青龙山    ,NULL,NULL,NULL,0,NULL,17102,QGH,青,NULL
318,NULL,NULL,1,NULL,NULL,1,如皋      ,NULL,NULL,NULL,0,NULL,17120,RBH,如,NULL
319,NULL,NULL,1,NULL,NULL,1,涡阳      ,NULL,NULL,NULL,0,NULL,17198,GYH,涡,NULL
320,NULL,NULL,1,NULL,NULL,1,袁寨      ,NULL,NULL,NULL,0,NULL,17246,YRH,袁,NULL
321,NULL,NULL,1,NULL,NULL,1,颍上      ,NULL,NULL,NULL,0,NULL,17264,YVH,颍,NULL
322,NULL,NULL,1,NULL,NULL,1,张集      ,NULL,NULL,NULL,0,NULL,17270,VJH,张,NULL
323,NULL,NULL,1,NULL,NULL,1,六合      ,NULL,NULL,NULL,0,NULL,17361,KLH,六,NULL
324,NULL,NULL,1,NULL,NULL,1,仪征      ,NULL,NULL,NULL,0,NULL,17363,UZH,仪,NULL
325,NULL,NULL,1,NULL,NULL,1,扬州      ,NULL,NULL,NULL,0,NULL,17364,YLH,扬,NULL
326,NULL,NULL,1,NULL,NULL,1,江都      ,NULL,NULL,NULL,0,NULL,17366,UDH,江,NULL
327,NULL,NULL,1,NULL,NULL,1,泰州      ,NULL,NULL,NULL,0,NULL,17368,UTH,泰,NULL
328,NULL,NULL,1,NULL,NULL,1,姜堰      ,NULL,NULL,NULL,0,NULL,17369,UEH,姜,NULL
329,NULL,NULL,1,NULL,NULL,1,海安县    ,NULL,NULL,NULL,0,NULL,17370,HIH,海,NULL
330,NULL,NULL,1,NULL,NULL,1,栟茶      ,NULL,NULL,NULL,0,NULL,17373,FWH,栟,NULL
331,NULL,NULL,1,NULL,NULL,1,如东      ,NULL,NULL,NULL,0,NULL,17376,RIH,如,NULL
332,NULL,NULL,1,NULL,NULL,1,济南东    ,NULL,NULL,NULL,0,NULL,17699,JAK,济,NULL
333,NULL,NULL,1,NULL,NULL,1,章丘      ,NULL,NULL,NULL,0,NULL,17748,ZTK,章,NULL
334,NULL,NULL,1,NULL,NULL,1,淄博      ,NULL,NULL,NULL,0,NULL,17786,ZBK,淄,NULL
335,NULL,NULL,1,NULL,NULL,1,临淄      ,NULL,NULL,NULL,0,NULL,17861,LZK,临,NULL
336,NULL,NULL,1,NULL,NULL,1,青州市    ,NULL,NULL,NULL,0,NULL,17882,QZK,青,NULL
337,NULL,NULL,1,NULL,NULL,1,昌乐      ,NULL,NULL,NULL,0,NULL,17903,CLK,昌,NULL
338,NULL,NULL,1,NULL,NULL,1,潍坊      ,NULL,NULL,NULL,0,NULL,17912,WFK,潍,NULL
339,NULL,NULL,1,NULL,NULL,1,高密      ,NULL,NULL,NULL,0,NULL,17960,GMK,高,NULL
340,NULL,NULL,1,NULL,NULL,1,胶州北    ,NULL,NULL,NULL,0,NULL,17963,JZK,胶,NULL
341,NULL,NULL,1,NULL,NULL,1,胶州      ,NULL,NULL,NULL,0,NULL,17984,JXK,胶,NULL
342,NULL,NULL,1,NULL,NULL,1,蓝村      ,NULL,NULL,NULL,0,NULL,17999,LCK,蓝,NULL
343,NULL,NULL,1,NULL,NULL,1,即墨      ,NULL,NULL,NULL,0,NULL,18053,JMK,即,NULL
344,NULL,NULL,1,NULL,NULL,1,城阳      ,NULL,NULL,NULL,0,NULL,18056,CEK,城,NULL
345,NULL,NULL,1,NULL,NULL,1,沧口      ,NULL,NULL,NULL,0,NULL,18065,CKK,沧,NULL
346,NULL,NULL,1,NULL,NULL,1,四方      ,NULL,NULL,NULL,0,NULL,18077,SFK,四,NULL
347,NULL,NULL,1,NULL,NULL,1,大港      ,NULL,NULL,NULL,0,NULL,18086,DGK,大,NULL
348,NULL,NULL,1,NULL,NULL,1,青岛北    ,NULL,NULL,NULL,0,NULL,18088,QHK,青,NULL
349,NULL,NULL,1,NULL,NULL,1,青岛      ,NULL,NULL,NULL,0,NULL,18089,QDK,青,NULL
350,NULL,NULL,1,NULL,NULL,1,莱西      ,NULL,NULL,NULL,0,NULL,18515,LXK,莱,NULL
351,NULL,NULL,1,NULL,NULL,1,莱阳      ,NULL,NULL,NULL,0,NULL,18521,LYK,莱,NULL
352,NULL,NULL,1,NULL,NULL,1,海阳      ,NULL,NULL,NULL,0,NULL,18533,HYK,海,NULL
353,NULL,NULL,1,NULL,NULL,1,桃村      ,NULL,NULL,NULL,0,NULL,18539,TCK,桃,NULL
354,NULL,NULL,1,NULL,NULL,1,烟台      ,NULL,NULL,NULL,0,NULL,18557,YAK,烟,NULL
355,NULL,NULL,1,NULL,NULL,1,袁北      ,NULL,NULL,NULL,0,NULL,18851,WNH,袁,NULL
356,NULL,NULL,1,NULL,NULL,1,南通      ,NULL,NULL,NULL,0,NULL,19124,NUH,南,NULL
357,NULL,NULL,1,NULL,NULL,1,诸城      ,NULL,NULL,NULL,0,NULL,19286,ZQK,诸,NULL
358,NULL,NULL,1,NULL,NULL,1,五莲      ,NULL,NULL,NULL,0,NULL,19290,WLK,五,NULL
359,NULL,NULL,1,NULL,NULL,1,莒县      ,NULL,NULL,NULL,0,NULL,19294,JKK,莒,NULL
360,NULL,NULL,1,NULL,NULL,1,沂水      ,NULL,NULL,NULL,0,NULL,19295,YUK,沂,NULL
361,NULL,NULL,1,NULL,NULL,1,沂南      ,NULL,NULL,NULL,0,NULL,19297,YNK,沂,NULL
362,NULL,NULL,1,NULL,NULL,1,临沂北    ,NULL,NULL,NULL,0,NULL,19298,UYK,临,NULL
363,NULL,NULL,1,NULL,NULL,1,临沂南    ,NULL,NULL,NULL,0,NULL,19300,UNK,临,NULL
364,NULL,NULL,1,NULL,NULL,1,郯城      ,NULL,NULL,NULL,0,NULL,19304,TZK,郯,NULL
365,NULL,NULL,1,NULL,NULL,1,新沂西    ,NULL,NULL,NULL,0,NULL,19308,XDK,新,NULL
366,NULL,NULL,1,NULL,NULL,1,水家湖    ,NULL,NULL,NULL,0,NULL,19385,SQH,水,NULL
367,NULL,NULL,1,NULL,NULL,1,合肥南    ,NULL,NULL,NULL,0,NULL,19423,ENH,合,NULL
368,NULL,NULL,1,NULL,NULL,1,合肥      ,NULL,NULL,NULL,0,NULL,19424,HFH,合,NULL
369,NULL,NULL,1,NULL,NULL,1,合肥北城  ,NULL,NULL,NULL,0,NULL,19427,COH,合,NULL
370,NULL,NULL,1,NULL,NULL,1,淮南东    ,NULL,NULL,NULL,0,NULL,19430,HOH,淮,NULL
371,NULL,NULL,1,NULL,NULL,1,三十里铺  ,NULL,NULL,NULL,0,NULL,19465,LAH,三,NULL
372,NULL,NULL,1,NULL,NULL,1,蚌埠      ,NULL,NULL,NULL,0,NULL,19583,BBH,蚌,NULL
373,NULL,NULL,1,NULL,NULL,1,淮南      ,NULL,NULL,NULL,0,NULL,19682,HAH,淮,NULL
374,NULL,NULL,1,NULL,NULL,1,合肥西    ,NULL,NULL,NULL,0,NULL,19808,HTH,合,NULL
375,NULL,NULL,1,NULL,NULL,1,肥西      ,NULL,NULL,NULL,0,NULL,19826,FAH,肥,NULL
376,NULL,NULL,1,NULL,NULL,1,舒城      ,NULL,NULL,NULL,0,NULL,19844,OCH,舒,NULL
377,NULL,NULL,1,NULL,NULL,1,庐江      ,NULL,NULL,NULL,0,NULL,19862,UJH,庐,NULL
378,NULL,NULL,1,NULL,NULL,1,柯坦      ,NULL,NULL,NULL,0,NULL,19880,KTH,柯,NULL
379,NULL,NULL,1,NULL,NULL,1,桐城      ,NULL,NULL,NULL,0,NULL,19907,TTH,桐,NULL
380,NULL,NULL,1,NULL,NULL,1,安庆西    ,NULL,NULL,NULL,0,NULL,19943,APH,安,NULL
381,NULL,NULL,1,NULL,NULL,1,天柱山    ,NULL,NULL,NULL,0,NULL,19945,QWH,安,NULL
382,NULL,NULL,1,NULL,NULL,1,太湖      ,NULL,NULL,NULL,0,NULL,19988,TKH,太,NULL
383,NULL,NULL,1,NULL,NULL,1,宿松      ,NULL,NULL,NULL,0,NULL,20015,OAH,宿,NULL
384,NULL,NULL,1,NULL,NULL,1,黄梅      ,NULL,NULL,NULL,0,NULL,20033,VEH,黄,NULL
385,NULL,NULL,1,NULL,NULL,1,西道口    ,NULL,NULL,NULL,0,NULL,20153,IUP,西,NULL
386,NULL,NULL,1,NULL,NULL,1,良乡      ,NULL,NULL,NULL,0,NULL,20255,LAP,良,NULL
387,NULL,NULL,1,NULL,NULL,1,琉璃河    ,NULL,NULL,NULL,0,NULL,20261,LLP,琉,NULL
388,NULL,NULL,1,NULL,NULL,1,涿州      ,NULL,NULL,NULL,0,NULL,20276,ZXP,涿,NULL
389,NULL,NULL,1,NULL,NULL,1,高碑店    ,NULL,NULL,NULL,0,NULL,20282,GBP,高,NULL
390,NULL,NULL,1,NULL,NULL,1,定兴      ,NULL,NULL,NULL,0,NULL,20291,DQP,定,NULL
391,NULL,NULL,1,NULL,NULL,1,徐水      ,NULL,NULL,NULL,0,NULL,20300,XSP,徐,NULL
392,NULL,NULL,1,NULL,NULL,1,保定      ,NULL,NULL,NULL,0,NULL,20306,BDP,保,NULL
393,NULL,NULL,1,NULL,NULL,1,于家庄    ,NULL,NULL,NULL,0,NULL,20327,YRP,于,NULL
394,NULL,NULL,1,NULL,NULL,1,完县      ,NULL,NULL,NULL,0,NULL,20330,WXP,完,NULL
395,NULL,NULL,1,NULL,NULL,1,望都      ,NULL,NULL,NULL,0,NULL,20333,WDP,望,NULL
396,NULL,NULL,1,NULL,NULL,1,清风店    ,NULL,NULL,NULL,0,NULL,20336,QFP,清,NULL
397,NULL,NULL,1,NULL,NULL,1,定州      ,NULL,NULL,NULL,0,NULL,20339,DXP,定,NULL
398,NULL,NULL,1,NULL,NULL,1,寨西店    ,NULL,NULL,NULL,0,NULL,20348,ZFP,寨,NULL
399,NULL,NULL,1,NULL,NULL,1,承安铺    ,NULL,NULL,NULL,0,NULL,20351,CAP,承,NULL
400,NULL,NULL,1,NULL,NULL,1,新乐      ,NULL,NULL,NULL,0,NULL,20354,ELP,新,NULL
401,NULL,NULL,1,NULL,NULL,1,新安村    ,NULL,NULL,NULL,0,NULL,20357,XCP,新,NULL
402,NULL,NULL,1,NULL,NULL,1,正定      ,NULL,NULL,NULL,0,NULL,20360,ZDP,正,NULL
403,NULL,NULL,1,NULL,NULL,1,石家庄    ,NULL,NULL,NULL,0,NULL,20372,SJP,石,NULL
404,NULL,NULL,1,NULL,NULL,1,获鹿所    ,NULL,NULL,NULL,0,NULL,20375,KLP,获,NULL
405,NULL,NULL,1,NULL,NULL,1,元氏      ,NULL,NULL,NULL,0,NULL,20471,YSP,元,NULL
406,NULL,NULL,1,NULL,NULL,1,高邑      ,NULL,NULL,NULL,0,NULL,20477,GIP,高,NULL
407,NULL,NULL,1,NULL,NULL,1,邢台      ,NULL,NULL,NULL,0,NULL,20495,XTP,邢,NULL
408,NULL,NULL,1,NULL,NULL,1,沙河市    ,NULL,NULL,NULL,0,NULL,20510,VOP,沙,NULL
409,NULL,NULL,1,NULL,NULL,1,邯郸      ,NULL,NULL,NULL,0,NULL,20519,HDP,邯,NULL
410,NULL,NULL,1,NULL,NULL,1,马头      ,NULL,NULL,NULL,0,NULL,20543,MTP,马,NULL
411,NULL,NULL,1,NULL,NULL,1,磁县      ,NULL,NULL,NULL,0,NULL,20555,CIP,磁,NULL
412,NULL,NULL,1,NULL,NULL,1,安阳      ,NULL,NULL,NULL,0,NULL,20564,AYF,安,NULL
413,NULL,NULL,1,NULL,NULL,1,汤阴      ,NULL,NULL,NULL,0,NULL,20588,TYF,汤,NULL
414,NULL,NULL,1,NULL,NULL,1,鹤壁      ,NULL,NULL,NULL,0,NULL,20594,HAF,鹤,NULL
415,NULL,NULL,1,NULL,NULL,1,卫辉      ,NULL,NULL,NULL,0,NULL,20606,WHF,卫,NULL
416,NULL,NULL,1,NULL,NULL,1,新乡      ,NULL,NULL,NULL,0,NULL,20612,XXF,新,NULL
417,NULL,NULL,1,NULL,NULL,1,焦作东    ,NULL,NULL,NULL,0,NULL,20642,WEF,焦,NULL
418,NULL,NULL,1,NULL,NULL,1,郑州      ,NULL,NULL,NULL,0,NULL,20750,ZZF,郑,NULL
419,NULL,NULL,1,NULL,NULL,1,新郑      ,NULL,NULL,NULL,0,NULL,20780,XNF,新,NULL
420,NULL,NULL,1,NULL,NULL,1,长葛      ,NULL,NULL,NULL,0,NULL,20786,CEF,长,NULL
421,NULL,NULL,1,NULL,NULL,1,许昌      ,NULL,NULL,NULL,0,NULL,20792,XCF,许,NULL
422,NULL,NULL,1,NULL,NULL,1,临颍      ,NULL,NULL,NULL,0,NULL,20807,LNF,临,NULL
423,NULL,NULL,1,NULL,NULL,1,孟庙      ,NULL,NULL,NULL,0,NULL,20813,MMN,孟,NULL
424,NULL,NULL,1,NULL,NULL,1,漯河      ,NULL,NULL,NULL,0,NULL,20816,LON,漯,NULL
425,NULL,NULL,1,NULL,NULL,1,西平      ,NULL,NULL,NULL,0,NULL,20843,XPN,西,NULL
426,NULL,NULL,1,NULL,NULL,1,遂平      ,NULL,NULL,NULL,0,NULL,20852,SON,遂,NULL
427,NULL,NULL,1,NULL,NULL,1,驻马店    ,NULL,NULL,NULL,0,NULL,20858,ZDN,驻,NULL
428,NULL,NULL,1,NULL,NULL,1,确山      ,NULL,NULL,NULL,0,NULL,20870,QSN,确,NULL
429,NULL,NULL,1,NULL,NULL,1,明港      ,NULL,NULL,NULL,0,NULL,20888,MGN,明,NULL
430,NULL,NULL,1,NULL,NULL,1,信阳      ,NULL,NULL,NULL,0,NULL,20903,XUN,信,NULL
431,NULL,NULL,1,NULL,NULL,1,广水      ,NULL,NULL,NULL,0,NULL,20948,GSN,广,NULL
432,NULL,NULL,1,NULL,NULL,1,花园      ,NULL,NULL,NULL,0,NULL,20981,HUN,广,NULL
433,NULL,NULL,1,NULL,NULL,1,孝感      ,NULL,NULL,NULL,0,NULL,20990,XGN,孝,NULL
434,NULL,NULL,1,NULL,NULL,1,武汉北    ,NULL,NULL,NULL,0,NULL,21012,WZN,武,NULL
435,NULL,NULL,1,NULL,NULL,1,滠口      ,NULL,NULL,NULL,0,NULL,21014,SKN,滠,NULL
436,NULL,NULL,1,NULL,NULL,1,丹水池    ,NULL,NULL,NULL,0,NULL,21026,DCN,丹,NULL
437,NULL,NULL,1,NULL,NULL,1,汉口      ,NULL,NULL,NULL,0,NULL,21050,HKN,汉,NULL
438,NULL,NULL,1,NULL,NULL,1,汉西      ,NULL,NULL,NULL,0,NULL,21059,HXN,汉,NULL
439,NULL,NULL,1,NULL,NULL,1,武昌      ,NULL,NULL,NULL,0,NULL,21077,WCN,武,NULL
440,NULL,NULL,1,NULL,NULL,1,余家湾    ,NULL,NULL,NULL,0,NULL,21086,YWN,余,NULL
441,NULL,NULL,1,NULL,NULL,1,武昌南    ,NULL,NULL,NULL,0,NULL,21089,WNN,武,NULL
442,NULL,NULL,1,NULL,NULL,1,北京西    ,NULL,NULL,NULL,0,NULL,21152,BXP,京,NULL
443,NULL,NULL,1,NULL,NULL,1,午汲      ,NULL,NULL,NULL,0,NULL,21344,WJP,午,NULL
444,NULL,NULL,1,NULL,NULL,1,林村      ,NULL,NULL,NULL,0,NULL,21410,LCP,林,NULL
445,NULL,NULL,1,NULL,NULL,1,康城      ,NULL,NULL,NULL,0,NULL,21416,KCP,康,NULL
446,NULL,NULL,1,NULL,NULL,1,武安      ,NULL,NULL,NULL,0,NULL,21419,WAP,武,NULL
447,NULL,NULL,1,NULL,NULL,1,磁山      ,NULL,NULL,NULL,0,NULL,21425,CSP,磁,NULL
448,NULL,NULL,1,NULL,NULL,1,磁西      ,NULL,NULL,NULL,0,NULL,21494,CRP,磁,NULL
449,NULL,NULL,1,NULL,NULL,1,徘徊北    ,NULL,NULL,NULL,0,NULL,21497,PHP,徘,NULL
450,NULL,NULL,1,NULL,NULL,1,新固镇    ,NULL,NULL,NULL,0,NULL,21500,XQP,新,NULL
451,NULL,NULL,1,NULL,NULL,1,什里店    ,NULL,NULL,NULL,0,NULL,21503,OMP,什,NULL
452,NULL,NULL,1,NULL,NULL,1,阳邑      ,NULL,NULL,NULL,0,NULL,21506,ARP,阳,NULL
453,NULL,NULL,1,NULL,NULL,1,豆庄      ,NULL,NULL,NULL,0,NULL,21509,ROP,豆,NULL
454,NULL,NULL,1,NULL,NULL,1,东戌      ,NULL,NULL,NULL,0,NULL,21512,RXP,东,NULL
455,NULL,NULL,1,NULL,NULL,1,偏店      ,NULL,NULL,NULL,0,NULL,21515,PRP,偏,NULL
456,NULL,NULL,1,NULL,NULL,1,井店      ,NULL,NULL,NULL,0,NULL,21518,JFP,井,NULL
457,NULL,NULL,1,NULL,NULL,1,涉县      ,NULL,NULL,NULL,0,NULL,21521,OEP,涉,NULL
458,NULL,NULL,1,NULL,NULL,1,弹音      ,NULL,NULL,NULL,0,NULL,21542,TEP,弹,NULL
